,Rank,Name,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Height,Weight
0,1,Michael Jordan,1072,38.3,11.4,22.9,0.49700000000000005,0.5,1.7,0.327,6.8,8.2,0.835,2.7,2.6,1.6,4.7,6.2,5.3,2.3,0.8,30.1,198.12,97.975872
6,7,Allen Iverson,914,41.1,9.3,21.8,0.425,1.2,3.7,0.313,7.0,8.9,0.78,3.6,1.9,0.8,2.9,3.7,6.2,2.2,0.2,26.7,182.88,74.84268
13,14,Karl Malone,1476,37.2,9.2,17.8,0.516,0.1,0.2,0.27399999999999997,6.6,8.9,0.742,3.1,3.1,2.4,7.7,10.1,3.6,1.4,0.8,25.0,205.74,116.119552
14,15,Kobe Bryant,1346,36.1,8.7,19.5,0.447,1.4,4.1,0.32899999999999996,6.2,7.4,0.8370000000000001,3.0,2.5,1.1,4.1,5.2,4.7,1.4,0.5,25.0,200.66,90.7184
16,17,Dominique Wilkins,1074,35.5,9.3,20.1,0.461,0.7,2.1,0.319,5.6,6.9,0.8109999999999999,2.5,1.9,2.7,3.9,6.7,2.5,1.3,0.6,24.8,203.2,104.32616
28,29,Shaquille O'Neal,1207,34.7,9.4,16.1,0.5820000000000001,0.0,0.0,0.045,4.9,9.3,0.527,2.7,3.4,3.5,7.4,10.9,2.5,0.6,2.3,23.7,215.9,136.0776
42,43,Charles Barkley,1073,36.6,7.9,14.5,0.541,0.5,1.9,0.266,5.9,8.1,0.735,3.1,3.1,4.0,7.7,11.7,3.9,1.5,0.8,22.1,198.12,114.30518400000001
47,48,Dwyane Wade,1054,33.9,8.0,16.7,0.48,0.5,1.8,0.293,5.4,7.1,0.765,3.2,2.2,1.2,3.5,4.7,5.4,1.5,0.8,22.0,193.04,96.16150400000001
50,51,Hakeem Olajuwon,1238,35.7,8.7,17.0,0.512,0.0,0.1,0.20199999999999999,4.4,6.2,0.7120000000000001,3.0,3.5,3.3,7.8,11.1,2.5,1.7,3.1,21.8,213.36,115.66596000000001
52,53,David Robinson,987,34.7,7.5,14.4,0.518,0.0,0.1,0.25,6.1,8.3,0.736,2.4,2.9,3.1,7.5,10.6,2.5,1.4,3.0,21.1,215.9,106.59411999999999
53,54,Mitch Richmond,976,35.2,7.5,16.4,0.455,1.4,3.5,0.38799999999999996,4.7,5.5,0.85,2.6,2.6,0.9,3.0,3.9,3.5,1.2,0.3,21.0,195.58,97.52228000000001
54,55,Patrick Ewing,1183,34.3,8.2,16.3,0.504,0.0,0.1,0.152,4.6,6.2,0.74,3.0,3.4,2.3,7.5,9.8,1.9,1.0,2.4,21.0,213.36,108.86208
61,62,Dirk Nowitzki,1522,33.8,7.3,15.6,0.47100000000000003,1.3,3.4,0.38,4.8,5.4,0.879,1.6,2.4,1.0,6.6,7.5,2.4,0.8,0.8,20.7,213.36,107.501304
63,64,Glenn Robinson,688,36.8,8.1,17.6,0.45899999999999996,0.9,2.6,0.34,3.6,4.4,0.82,3.1,2.7,1.5,4.6,6.1,2.7,1.2,0.6,20.7,200.66,106.59411999999999
64,65,Chris Webber,831,37.1,8.7,18.1,0.479,0.3,1.1,0.299,3.0,4.7,0.649,2.8,3.3,2.7,7.0,9.8,4.2,1.4,1.4,20.7,208.28,111.13004
66,67,Gilbert Arenas,553,35.0,6.7,16.0,0.42100000000000004,2.0,5.6,0.35100000000000003,5.2,6.5,0.8029999999999999,3.2,3.0,0.8,3.1,3.9,5.3,1.6,0.2,20.6,190.5,86.636072
67,68,Clyde Drexler,1086,34.6,7.7,16.3,0.47200000000000003,0.8,2.4,0.318,4.3,5.5,0.7879999999999999,2.8,3.0,2.4,3.7,6.1,5.6,2.0,0.7,20.4,200.66,100.697424
85,86,Paul Pierce,1343,34.2,6.5,14.5,0.445,1.6,4.3,0.368,5.2,6.4,0.8059999999999999,2.6,2.7,0.8,4.8,5.6,3.5,1.3,0.6,19.7,200.66,99.79024
86,87,Tracy McGrady,938,32.7,7.2,16.4,0.435,1.2,3.4,0.33799999999999997,4.1,5.5,0.746,2.2,1.8,1.4,4.2,5.6,4.4,1.2,0.9,19.6,203.2,95.25432
91,92,LaMarcus Aldridge,1029,34.2,7.8,16.0,0.491,0.2,0.6,0.321,3.5,4.3,0.8109999999999999,1.6,2.4,2.6,5.6,8.2,2.0,0.7,1.1,19.4,210.82,111.13004
95,96,Stephon Marbury,846,37.7,6.8,15.7,0.433,1.2,3.6,0.325,4.5,5.7,0.784,3.0,2.4,0.7,2.3,3.0,7.6,1.2,0.1,19.3,187.96,81.64656
96,97,Chris Bosh,893,35.8,7.0,14.1,0.494,0.3,1.0,0.335,5.0,6.3,0.799,2.0,2.4,2.2,6.3,8.5,2.0,0.8,1.0,19.2,208.28,95.25432
100,101,Yao Ming,486,32.6,7.0,13.3,0.524,0.0,0.0,0.2,5.1,6.1,0.833,2.7,3.3,2.5,6.7,9.2,1.6,0.4,1.9,19.0,226.06,134.26323200000002
103,104,Amar'e Stoudemire,846,31.0,7.0,13.0,0.537,0.0,0.2,0.23600000000000002,4.9,6.4,0.7609999999999999,2.3,3.2,2.4,5.4,7.8,1.2,0.8,1.2,18.9,208.28,111.13004
107,108,Ray Allen,1300,35.6,6.6,14.6,0.452,2.3,5.7,0.4,3.4,3.8,0.894,2.1,2.2,0.9,3.1,4.1,3.4,1.1,0.2,18.9,195.58,92.98635999999999
109,110,Brandon Roy,326,35.5,6.8,14.9,0.45899999999999996,1.0,2.8,0.348,4.2,5.2,0.8,1.8,1.9,1.1,3.2,4.3,4.7,1.0,0.2,18.8,198.12,103.872568
119,120,Antawn Jamison,1083,34.8,7.1,15.7,0.451,1.1,3.1,0.34600000000000003,3.3,4.5,0.7240000000000001,1.6,2.4,2.4,5.2,7.5,1.6,1.0,0.4,18.5,205.74,101.151016
124,125,Glen Rice,1000,35.0,6.8,14.9,0.456,1.6,3.9,0.4,3.2,3.8,0.846,1.7,2.4,0.9,3.4,4.4,2.1,1.0,0.3,18.3,203.2,99.79024
126,127,Latrell Sprewell,913,38.6,6.7,15.7,0.425,1.2,3.6,0.337,3.8,4.7,0.804,2.7,1.8,0.8,3.2,4.1,4.0,1.4,0.4,18.3,195.58,86.18248
128,129,Reggie Miller,1389,34.3,5.9,12.6,0.47100000000000003,1.8,4.7,0.395,4.5,5.1,0.888,1.7,2.0,0.6,2.4,3.0,3.0,1.1,0.2,18.2,200.66,83.91452
130,131,Chris Mullin,986,32.6,6.8,13.4,0.509,0.8,2.2,0.384,3.7,4.2,0.865,2.3,2.1,1.0,3.1,4.1,3.5,1.6,0.6,18.2,200.66,97.52228000000001
131,132,Steve Francis,576,37.6,6.2,14.4,0.429,1.0,2.9,0.341,4.8,6.1,0.797,3.5,3.1,1.7,3.9,5.6,6.0,1.5,0.4,18.1,190.5,87.543256
132,133,Tom Chambers,1107,30.6,6.7,14.2,0.46799999999999997,0.2,0.7,0.307,4.6,5.7,0.807,2.3,3.4,1.8,4.3,6.1,2.1,0.8,0.6,18.1,208.28,99.79024
133,134,Shareef Abdur-Rahim,830,34.8,6.5,13.9,0.47200000000000003,0.2,0.6,0.297,4.8,6.0,0.81,2.6,2.8,2.3,5.3,7.5,2.5,1.0,0.8,18.1,205.74,104.32616
134,135,Isaiah Thomas,528,28.8,5.9,13.5,0.435,1.9,5.3,0.363,4.4,5.0,0.872,2.3,2.1,0.5,1.9,2.4,4.9,0.9,0.1,18.1,175.26,83.91452
141,142,Kevin Johnson,732,34.1,6.2,12.5,0.493,0.2,0.7,0.307,5.4,6.4,0.84,3.1,2.1,0.7,2.6,3.3,9.2,1.5,0.2,17.9,185.42,86.18248
145,146,Monta Ellis,833,34.8,6.9,15.2,0.451,0.9,2.8,0.314,3.2,4.2,0.772,2.7,2.3,0.6,2.8,3.5,4.6,1.7,0.3,17.8,190.5,80.28578399999998
146,147,Kevin Garnett,1462,34.5,7.2,14.5,0.49700000000000005,0.1,0.4,0.275,3.3,4.2,0.789,2.2,2.4,2.2,7.8,10.0,3.7,1.3,1.4,17.8,210.82,99.79024
149,150,Tim Hardaway,867,35.3,6.5,15.1,0.431,1.8,5.0,0.355,2.9,3.8,0.782,2.9,2.3,0.6,2.7,3.3,8.2,1.6,0.1,17.7,182.88,88.45044
159,160,Antoine Walker,893,35.3,6.8,16.5,0.414,1.6,4.8,0.325,2.3,3.7,0.633,2.8,2.8,2.1,5.6,7.7,3.5,1.2,0.5,17.5,205.74,101.604608
164,165,Kevin Martin,714,30.2,5.4,12.3,0.43700000000000006,1.6,4.2,0.384,5.0,5.7,0.87,1.7,1.9,0.6,2.6,3.2,1.9,0.9,0.1,17.4,200.66,83.91452
167,168,Allan Houston,839,33.7,6.4,14.3,0.444,1.6,3.9,0.402,3.1,3.6,0.863,2.1,2.5,0.4,2.5,2.9,2.4,0.7,0.2,17.3,198.12,90.7184
177,178,Jason Richardson,857,34.1,6.5,14.8,0.43799999999999994,1.9,5.1,0.37,2.2,3.2,0.7070000000000001,1.8,2.3,1.2,3.7,5.0,2.7,1.2,0.4,17.1,198.12,99.79024
179,180,Alonzo Mourning,838,31.0,6.1,11.6,0.527,0.0,0.1,0.247,4.8,7.0,0.6920000000000001,2.6,3.4,2.6,5.9,8.5,1.1,0.5,2.8,17.1,208.28,118.38751200000002
180,181,Richard Hamilton,921,32.1,6.5,14.4,0.449,0.6,1.7,0.34600000000000003,3.5,4.1,0.852,2.1,2.5,0.9,2.2,3.1,3.4,0.8,0.1,17.1,198.12,83.91452
181,182,Pau Gasol,1226,33.4,6.5,12.8,0.507,0.1,0.4,0.368,3.9,5.1,0.753,2.2,2.1,2.5,6.7,9.2,3.2,0.5,1.6,17.0,213.36,102.965384
183,184,Peja Stojakovic,804,33.5,6.0,13.3,0.45,2.2,5.5,0.401,2.8,3.1,0.895,1.4,1.7,0.9,3.8,4.7,1.8,0.9,0.1,17.0,205.74,103.872568
187,188,Jerry Stackhouse,970,31.2,5.6,13.6,0.409,1.0,3.3,0.309,4.8,5.8,0.8220000000000001,2.7,1.9,1.0,2.2,3.2,3.3,0.9,0.5,16.9,198.12,98.88305600000001
190,191,Danny Granger,586,31.5,5.7,13.1,0.434,1.7,4.5,0.38,3.7,4.4,0.848,1.9,2.8,1.2,3.8,4.9,1.9,1.0,0.8,16.8,205.74,103.418976
195,196,Grant Hill,1026,33.9,6.2,12.8,0.483,0.2,0.7,0.314,4.1,5.4,0.769,2.4,2.3,1.1,4.9,6.0,4.1,1.2,0.6,16.7,203.2,102.0582
197,198,Vince Carter,1541,30.1,6.0,13.8,0.435,1.5,4.0,0.371,3.1,3.9,0.7979999999999999,1.7,2.6,1.1,3.2,4.3,3.1,1.0,0.6,16.7,200.66,97.52228000000001
198,199,Dino Radja,224,32.6,6.8,13.6,0.49700000000000005,0.0,0.0,0.0,3.1,4.3,0.735,2.2,3.3,2.2,6.2,8.4,1.6,0.9,1.3,16.7,210.82,102.0582
200,201,Zach Randolph,1116,31.0,6.7,14.1,0.47100000000000003,0.2,0.7,0.273,3.1,4.1,0.764,2.1,2.4,2.9,6.2,9.1,1.8,0.7,0.3,16.6,205.74,122.46983999999999
205,206,Derrick Coleman,781,33.2,5.9,13.2,0.447,0.4,1.4,0.295,4.3,5.5,0.769,2.6,2.6,2.7,6.6,9.3,2.5,0.8,1.3,16.5,208.28,117.93392
207,208,Terry Cummings,1183,28.7,6.8,14.1,0.484,0.0,0.1,0.295,2.8,4.0,0.706,1.9,3.2,2.7,4.6,7.3,1.9,1.1,0.5,16.4,205.74,113.398
212,213,Gary Payton,1335,35.3,6.5,14.0,0.466,0.8,2.7,0.317,2.4,3.4,0.7290000000000001,2.3,2.4,1.0,2.9,3.9,6.7,1.8,0.2,16.3,193.04,86.18248
213,214,Deron Williams,845,34.2,5.8,13.0,0.445,1.4,3.9,0.35700000000000004,3.4,4.1,0.8220000000000001,2.8,2.5,0.4,2.7,3.1,8.1,1.0,0.2,16.3,190.5,95.25432
217,218,Carlos Boozer,861,31.2,6.8,13.0,0.521,0.0,0.0,0.071,2.6,3.7,0.722,2.1,3.0,2.4,7.1,9.5,2.2,0.9,0.4,16.2,205.74,127.00576000000001
220,221,Larry Johnson,707,36.3,6.2,12.9,0.484,0.5,1.6,0.332,3.2,4.2,0.7659999999999999,2.0,2.7,2.5,5.0,7.5,3.3,0.7,0.4,16.2,200.66,119.294696
224,225,Joe Dumars,1018,34.5,5.9,12.8,0.46,1.0,2.5,0.382,3.4,4.0,0.843,2.0,1.8,0.7,1.5,2.2,4.5,0.9,0.1,16.1,190.5,88.45044
225,226,Baron Davis,835,34.2,5.9,14.3,0.409,1.6,5.0,0.32,2.8,3.9,0.711,2.8,2.8,0.9,2.9,3.8,7.2,1.8,0.4,16.1,190.5,95.25432
226,227,Scottie Pippen,1178,34.9,6.3,13.3,0.473,0.8,2.5,0.326,2.7,3.8,0.7040000000000001,2.8,2.8,1.8,4.6,6.4,5.2,2.0,0.8,16.1,200.66,103.418976
229,230,Eddie Johnson,1199,27.2,6.4,13.6,0.47200000000000003,0.5,1.4,0.335,2.7,3.2,0.84,1.7,2.5,1.5,2.5,4.0,2.1,0.6,0.2,16.0,200.66,97.52228000000001
231,232,Keith Van Horn,575,31.6,5.9,13.3,0.44299999999999995,1.0,2.9,0.361,3.2,3.8,0.835,2.2,3.0,2.0,4.8,6.8,1.6,0.8,0.5,16.0,208.28,99.79024
234,235,Cuttino Mobley,748,36.9,5.8,13.3,0.433,1.5,3.8,0.37799999999999995,3.0,3.6,0.835,2.0,2.3,0.7,3.2,3.9,2.7,1.2,0.4,16.0,193.04,86.18248
235,236,Joe Johnson,1276,34.7,6.1,13.9,0.441,1.6,4.2,0.371,2.2,2.7,0.802,1.9,1.8,0.8,3.1,4.0,3.9,0.8,0.2,16.0,200.66,102.0582
238,239,Corey Maggette,827,28.2,4.9,10.8,0.45299999999999996,0.6,1.7,0.324,5.6,6.8,0.8220000000000001,2.3,2.8,1.1,3.8,4.9,2.1,0.7,0.2,16.0,198.12,98.88305600000001
243,244,Elton Brand,1058,33.0,6.2,12.5,0.5,0.0,0.0,0.095,3.4,4.7,0.736,1.9,2.9,3.1,5.4,8.5,2.1,0.9,1.7,15.9,203.2,117.93392
248,249,Sam Cassell,993,30.0,5.7,12.6,0.45399999999999996,0.7,2.0,0.331,3.6,4.2,0.861,2.4,2.8,0.6,2.6,3.2,6.0,1.1,0.2,15.7,190.5,83.91452
251,252,Tyreke Evans,594,30.7,5.9,13.4,0.44,0.8,2.6,0.32299999999999995,3.1,4.1,0.757,2.5,2.2,0.8,3.7,4.6,4.8,1.2,0.4,15.7,198.12,99.79024
252,253,Dale Ellis,1209,28.8,6.1,12.6,0.479,1.4,3.5,0.40299999999999997,2.2,2.8,0.784,1.5,2.1,1.3,2.2,3.5,1.4,0.8,0.2,15.7,200.66,97.52228000000001
254,255,Michael Finley,1103,34.4,6.1,13.7,0.444,1.3,3.5,0.375,2.2,2.7,0.8109999999999999,1.5,1.6,1.0,3.3,4.4,2.9,0.9,0.3,15.7,200.66,97.52228000000001
255,256,Al Jefferson,915,28.7,6.7,13.5,0.499,0.0,0.1,0.121,2.2,3.1,0.711,1.3,2.6,2.2,6.2,8.4,1.5,0.7,1.2,15.7,208.28,120.20188
256,257,Xavier McDaniel,870,29.0,6.5,13.4,0.486,0.1,0.3,0.262,2.5,3.5,0.7170000000000001,2.2,2.9,2.4,3.7,6.1,2.0,0.9,0.5,15.6,200.66,98.88305600000001
264,265,Tony Parker,1254,30.5,6.2,12.6,0.491,0.4,1.3,0.324,2.7,3.6,0.7509999999999999,2.3,1.6,0.4,2.4,2.7,5.6,0.8,0.1,15.5,187.96,80.28578399999998
272,273,Michael Dickerson,212,35.3,5.8,13.3,0.43200000000000005,1.4,3.4,0.402,2.5,3.2,0.784,1.9,2.6,0.8,2.0,2.9,2.6,1.0,0.4,15.4,195.58,86.18248
275,276,Wayman Tisdale,840,28.4,6.4,12.6,0.505,0.0,0.0,0.0,2.6,3.4,0.76,1.7,3.3,1.9,4.2,6.1,1.3,0.6,0.6,15.3,205.74,117.93392
280,281,Mark Price,722,29.9,5.5,11.6,0.47200000000000003,1.4,3.4,0.402,3.0,3.3,0.904,2.5,1.3,0.6,2.0,2.6,6.7,1.2,0.1,15.2,182.88,81.64656
281,282,Shawn Marion,1163,34.5,6.3,12.9,0.484,0.7,2.1,0.331,2.0,2.5,0.81,1.5,2.2,2.3,6.3,8.7,1.9,1.5,1.1,15.2,200.66,97.52228000000001
286,287,Chauncey Billups,1043,31.6,4.5,10.9,0.415,1.8,4.5,0.387,4.3,4.8,0.894,2.0,2.1,0.5,2.4,2.9,5.4,1.0,0.2,15.2,190.5,91.625584
288,289,Stephen Jackson,858,31.9,5.4,13.0,0.414,1.5,4.4,0.33299999999999996,2.9,3.7,0.7979999999999999,2.5,2.4,0.8,3.1,3.9,3.1,1.3,0.4,15.1,203.2,98.88305600000001
295,296,Vin Baker,791,32.5,5.9,12.2,0.485,0.0,0.2,0.215,3.1,4.8,0.638,2.2,3.2,2.9,4.6,7.4,1.9,0.7,1.0,15.0,210.82,111.13004
299,300,Ricky Pierce,969,24.4,5.6,11.3,0.493,0.3,0.9,0.322,3.5,4.0,0.875,1.5,2.3,0.9,1.5,2.4,1.9,0.8,0.2,14.9,193.04,97.52228000000001
300,301,Ben Gordon,744,27.4,5.3,12.2,0.43200000000000005,1.6,3.9,0.401,2.8,3.2,0.857,2.1,2.3,0.4,2.0,2.5,2.5,0.7,0.2,14.9,190.5,90.7184
303,304,Rashard Lewis,1049,32.0,5.4,11.9,0.452,1.7,4.4,0.386,2.4,3.0,0.805,1.5,2.3,1.4,3.8,5.2,1.7,1.1,0.5,14.9,208.28,97.52228000000001
304,305,Rik Smits,867,26.6,6.1,12.1,0.507,0.0,0.0,0.115,2.6,3.4,0.773,1.8,3.5,1.8,4.3,6.1,1.4,0.4,1.3,14.8,223.52,120.20188
305,306,Eddie Jones,954,34.4,5.2,11.8,0.43700000000000006,1.6,4.3,0.373,2.9,3.6,0.809,1.6,2.6,0.8,3.2,4.0,2.9,1.7,0.6,14.8,198.12,86.18248
308,309,Luol Deng,902,34.3,5.7,12.5,0.456,0.7,2.2,0.332,2.7,3.5,0.769,1.6,1.7,1.6,4.4,6.1,2.3,1.0,0.5,14.8,203.2,99.79024
313,314,Rony Seikaly,678,31.6,5.4,11.1,0.484,0.0,0.0,0.188,4.0,5.8,0.679,2.8,3.5,3.2,6.3,9.5,1.3,0.7,1.3,14.7,210.82,114.758776
315,316,Hersey Hawkins,983,32.6,5.0,10.8,0.461,1.2,3.2,0.39399999999999996,3.5,4.1,0.87,1.9,2.1,0.8,2.8,3.6,2.9,1.7,0.3,14.7,190.5,86.18248
316,317,Chuck Person,943,30.7,5.9,12.9,0.45799999999999996,1.3,3.6,0.36200000000000004,1.6,2.2,0.723,2.1,2.7,1.2,3.8,5.1,2.8,0.7,0.2,14.7,203.2,106.59411999999999
317,318,Mike Bibby,1001,33.9,5.4,12.4,0.436,1.5,4.0,0.379,2.4,2.9,0.802,2.1,1.9,0.5,2.6,3.1,5.5,1.2,0.1,14.7,187.96,86.18248
319,320,Mahmoud Abdul-Rauf,591,26.7,6.0,13.6,0.44299999999999995,0.8,2.3,0.354,1.8,2.0,0.903,1.7,1.9,0.4,1.5,1.9,3.6,0.8,0.1,14.6,185.42,73.481904
320,321,Jamal Crawford,1327,29.4,5.1,12.4,0.41,1.7,4.8,0.348,2.8,3.2,0.862,1.9,1.5,0.4,1.9,2.2,3.4,0.9,0.2,14.6,195.58,90.7184
321,322,Rex Chapman,666,29.3,5.6,13.0,0.43,1.2,3.5,0.35,2.2,2.8,0.8,1.5,1.8,0.6,1.9,2.5,2.7,0.9,0.2,14.6,193.04,88.45044
322,323,Shawn Kemp,1051,27.9,5.2,10.7,0.488,0.0,0.1,0.27699999999999997,4.1,5.5,0.741,2.6,3.6,2.9,5.5,8.4,1.6,1.1,1.2,14.6,208.28,116.119552
326,327,Jeff Hornacek,1077,31.5,5.5,11.1,0.496,0.8,1.9,0.40299999999999997,2.8,3.1,0.877,1.8,2.2,0.9,2.5,3.4,4.9,1.4,0.2,14.5,193.04,86.18248
327,328,Josh Smith,894,32.4,5.7,12.6,0.452,0.5,1.8,0.285,2.6,4.2,0.632,2.5,2.8,1.9,5.5,7.4,3.1,1.2,1.9,14.5,205.74,102.0582
330,331,Robert Parish,1611,28.4,6.0,11.1,0.537,0.0,0.0,0.0,2.5,3.5,0.721,2.1,2.8,2.9,6.3,9.1,1.4,0.8,1.5,14.5,215.9,110.676448
332,333,Rasheed Wallace,1109,32.7,5.7,12.2,0.467,1.0,2.9,0.336,2.1,2.9,0.721,1.5,2.9,1.4,5.3,6.7,1.8,1.0,1.3,14.4,210.82,102.0582
335,336,Nick Anderson,800,31.2,5.5,12.4,0.446,1.3,3.7,0.35600000000000004,2.1,3.1,0.667,1.7,1.9,1.3,3.8,5.1,2.6,1.4,0.5,14.4,198.12,103.418976
338,339,Nick Van Exel,880,32.9,5.3,13.0,0.405,1.7,4.9,0.35700000000000004,2.1,2.7,0.794,2.1,1.6,0.4,2.5,2.9,6.6,0.8,0.1,14.4,185.42,83.007336
340,341,Josh Howard,507,30.3,5.4,12.2,0.44799999999999995,0.7,2.0,0.332,2.8,3.6,0.77,1.4,2.6,1.7,4.0,5.7,1.6,1.0,0.5,14.3,200.66,95.25432
341,342,Jim Jackson,885,32.8,5.4,12.7,0.428,1.0,2.7,0.365,2.5,3.0,0.825,2.5,2.2,1.3,3.3,4.7,3.2,0.8,0.2,14.3,198.12,97.52228000000001
343,344,Jalen Rose,923,30.3,5.3,11.9,0.44299999999999995,0.8,2.3,0.355,3.0,3.7,0.8009999999999999,2.3,2.6,0.5,2.9,3.5,3.8,0.8,0.3,14.3,203.2,95.25432
344,345,Andrea Bargnani,550,28.7,5.3,12.1,0.439,1.1,3.2,0.354,2.5,3.0,0.8240000000000001,1.5,2.4,1.0,3.7,4.6,1.2,0.4,0.9,14.3,213.36,113.398
346,347,Steve Nash,1217,31.3,5.2,10.6,0.49,1.4,3.2,0.428,2.5,2.8,0.904,2.9,1.6,0.5,2.5,3.0,8.5,0.7,0.1,14.3,190.5,88.45044
349,350,Cedric Ceballos,609,24.2,5.6,11.2,0.5,0.4,1.2,0.309,2.7,3.6,0.753,1.6,1.8,2.1,3.3,5.3,1.2,0.7,0.3,14.3,200.66,102.0582
355,356,Sean Elliott,742,33.0,5.2,11.2,0.465,0.8,2.1,0.375,3.0,3.8,0.8,1.8,2.2,1.1,3.2,4.3,2.6,0.8,0.4,14.2,203.2,99.79024
360,361,Kerry Kittles,507,33.4,5.5,12.5,0.439,1.4,3.6,0.37799999999999995,1.8,2.3,0.78,1.2,1.8,1.0,2.9,3.9,2.6,1.6,0.4,14.1,195.58,81.19296800000002
361,362,Wally Szczerbiak,651,30.8,5.4,11.0,0.485,0.9,2.2,0.406,2.5,2.9,0.86,1.5,2.1,1.0,3.0,4.0,2.4,0.6,0.2,14.1,200.66,110.22285600000001
363,364,Caron Butler,881,32.2,5.2,12.0,0.434,0.8,2.4,0.348,2.8,3.3,0.847,1.8,2.4,1.3,3.7,5.0,2.3,1.3,0.2,14.1,200.66,98.429464
366,367,Larry Hughes,727,30.8,5.1,12.7,0.406,0.7,2.3,0.309,3.1,4.1,0.757,2.1,2.3,1.0,3.2,4.2,3.1,1.5,0.4,14.1,195.58,83.91452
367,368,Byron Scott,1073,28.1,5.5,11.4,0.48200000000000004,0.7,2.0,0.37,2.3,2.8,0.833,1.5,1.9,0.6,2.2,2.8,2.5,1.1,0.3,14.1,193.04,92.98635999999999
369,370,Brandon Knight,446,29.5,5.0,12.3,0.41100000000000003,1.6,4.5,0.353,2.4,2.9,0.8059999999999999,2.4,2.0,0.5,2.6,3.1,4.0,0.9,0.2,14.1,190.5,85.728888
370,371,Brandon Jennings,555,30.3,5.0,12.8,0.387,1.6,4.8,0.345,2.5,3.1,0.7959999999999999,2.2,1.8,0.6,2.4,3.0,5.7,1.2,0.2,14.1,185.42,76.657048
374,375,Danny Manning,882,27.4,5.7,11.2,0.511,0.0,0.2,0.20600000000000002,2.6,3.5,0.7290000000000001,2.1,3.3,1.7,3.5,5.2,2.3,1.1,0.9,14.0,208.28,106.140528
376,377,Otis Thorpe,1257,31.7,5.5,10.0,0.546,0.0,0.1,0.047,3.1,4.5,0.687,2.2,3.3,2.7,5.5,8.2,2.2,0.7,0.4,14.0,208.28,111.58363200000001
387,388,Detlef Schrempf,1136,29.6,4.8,9.7,0.491,0.4,1.1,0.384,3.9,4.9,0.8029999999999999,2.0,3.0,1.6,4.5,6.2,3.4,0.8,0.3,13.9,208.28,106.59411999999999
390,391,O.J. Mayo,547,30.9,5.1,12.0,0.429,1.6,4.2,0.373,2.0,2.5,0.82,2.1,2.3,0.5,2.6,3.1,2.9,1.0,0.3,13.8,193.04,95.25432
393,394,Terrell Brandon,724,29.8,5.4,12.0,0.44799999999999995,0.5,1.5,0.355,2.5,2.8,0.873,2.0,1.8,0.6,2.4,3.0,6.1,1.6,0.3,13.8,180.34,81.64656
395,396,Ron Harper,1009,30.9,5.3,11.8,0.446,0.5,1.8,0.289,2.7,3.8,0.72,2.2,2.3,1.3,3.0,4.3,3.9,1.7,0.7,13.8,198.12,97.975872
400,401,Armen Gilliam,929,28.4,5.2,10.7,0.489,0.0,0.0,0.0,3.3,4.2,0.7759999999999999,1.9,2.2,2.3,4.6,6.9,1.2,0.7,0.7,13.7,205.74,117.93392
401,402,Ron Mercer,432,31.0,5.8,13.4,0.429,0.1,0.6,0.25,2.0,2.4,0.8079999999999999,1.6,2.0,0.9,2.2,3.1,2.1,1.1,0.3,13.6,200.66,95.25432
403,404,John Long,893,25.4,5.7,12.2,0.467,0.1,0.4,0.322,2.0,2.4,0.862,1.7,2.1,1.1,1.7,2.8,1.9,1.0,0.2,13.6,195.58,90.7184
404,405,David West,1034,28.2,5.5,11.1,0.495,0.1,0.2,0.265,2.5,3.0,0.8170000000000001,1.6,2.3,1.7,4.6,6.4,2.2,0.7,0.8,13.6,205.74,108.86208
407,408,David Lee,829,29.3,5.5,10.3,0.535,0.0,0.0,0.034,2.5,3.2,0.772,1.8,2.6,2.6,6.2,8.8,2.2,0.8,0.4,13.5,205.74,112.94440800000001
408,409,Mehmet Okur,634,29.1,4.8,10.4,0.45799999999999996,0.9,2.5,0.375,3.0,3.8,0.797,1.6,2.9,2.0,5.0,7.0,1.7,0.5,0.7,13.5,210.82,112.94440800000001
409,410,Ken Norman,646,29.4,5.8,11.9,0.486,0.4,1.1,0.312,1.6,2.8,0.5670000000000001,1.8,2.3,2.1,4.0,6.1,2.1,0.8,0.7,13.5,203.2,97.52228000000001
410,411,Al Harrington,981,28.5,5.1,11.5,0.444,1.0,2.8,0.35200000000000004,2.2,3.1,0.727,1.9,3.1,1.5,4.1,5.6,1.7,0.9,0.3,13.5,205.74,104.32616
412,413,Ricky Davis,736,29.8,5.1,11.4,0.446,0.8,2.2,0.361,2.5,3.2,0.7809999999999999,2.2,1.9,0.8,2.7,3.5,3.3,1.0,0.3,13.5,200.66,88.45044
413,414,Mookie Blaylock,889,34.9,5.3,12.9,0.409,1.4,4.3,0.336,1.4,1.9,0.736,2.3,1.9,1.1,3.0,4.1,6.7,2.3,0.3,13.5,185.42,83.91452
418,419,Damon Stoudamire,878,33.1,4.9,12.1,0.406,1.4,3.9,0.35700000000000004,2.1,2.6,0.833,2.3,1.9,0.8,2.7,3.5,6.1,1.1,0.1,13.4,177.8,77.56423199999998
